bridgeless,bridges,connected,cubic,cycle_rank,edges,elapsed_seconds,gram_rank,graph_sha256,max_conservation_residual,max_unit_norm_residual,method,name,simple,solver_cost,solver_nfev,three_edge_coloring_search_nodes,three_edge_coloring_status,valid_s2_certificate,vertices
True,[],True,True,9,24,0.0005276680000179113,3,a86350df45a54ca65dcd8874a9173e0caa3f215c5020a2374ac6f25fb1961351,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed822567710,True,,,9,colourable,True,16
True,[],True,True,9,24,0.000656632000072932,3,e82bf97097327bfdd81c52e149c06ad6e7f7e9ca2db2d2d609cc8526accc074d,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed1952456780,True,,,9,colourable,True,16
True,[],True,True,9,24,0.0005909320000228035,3,b9521b37882189524874f938fb4e2887743ad80f74be3b85821c44e2ca371153,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed2653487674,True,,,20,colourable,True,16
True,[],True,True,9,24,0.0006694370000559502,3,2eebf3c0fe6def4f0633a28ddcc41547b33bb773cca12cdc7ae64d7b39a05b9d,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed4020282288,True,,,9,colourable,True,16
True,[],True,True,9,24,0.0005621849999215556,3,5154dd71aab13921294f5a928a5d6c3081f8db6a3f8bd051cba6e557790f803c,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed3523990103,True,,,14,colourable,True,16
True,[],True,True,9,24,0.0006213469999920562,3,20638e0bcd68fbfd0a3270cb687b655ed4ad622b44ca9b7a937be1a587ba8cfa,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed3453616754,True,,,9,colourable,True,16
True,[],True,True,9,24,0.000614728000073228,3,959bb0d31b28c4c63808c7adbd1105dbab22c89e40f862a0739967adc77a948e,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed782166203,True,,,9,colourable,True,16
True,[],True,True,9,24,0.0008035680000375578,3,80932c0adc0e01e2ddac3b64f5c235c216900516fc7ce28b8f4c6b8e4be8a3f1,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed1716859946,True,,,9,colourable,True,16
True,[],True,True,9,24,0.000490491000050497,3,fb28015ef234f9964e177e9e5ca6996b35d0acf2585923712d91495233168992,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed4166695697,True,,,9,colourable,True,16
True,[],True,True,9,24,0.0005448560000331781,3,b6683ff566173c21099f4fe016db411a987cc556fd440b2aa957707b39921c89,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed3619024849,True,,,17,colourable,True,16
True,[],True,True,9,24,0.0007690339999726348,3,0f2c9a231eedac6f8c85e5aab63b1fb0a4dcde6a3970a9e31a932442241a19ec,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed1327916182,True,,,24,colourable,True,16
True,[],True,True,9,24,0.0007052309999835416,3,ebf6a3975e76eb142cf13233986fceaaf74d6f1bde3e7e37bf207878a4bf748e,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed79431277,True,,,28,colourable,True,16
True,[],True,True,9,24,0.00043996299996251764,3,f9f1d4c531680f50dd096329d5361081f81584491994eaca05ace4020ac7cee7,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed1260661827,True,,,9,colourable,True,16
True,[],True,True,9,24,0.0005617269999902419,3,d07c20474ba107d0fcdc2ec735c1cbb9961a8ed7b18a140ca430e8a87b885a39,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed3534999334,True,,,17,colourable,True,16
True,[],True,True,9,24,0.0004817510000520997,3,6ce3f283dd39892ed60959219c7b0bd58ce6f93c5acba712888024ff130d4190,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed106720795,True,,,12,colourable,True,16
True,[],True,True,9,24,0.0005048419999411635,3,426e2648b3421032aa7d8526b57d2c1a22ec0b495143871c285e5b374b5b1bd8,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed1630879133,True,,,17,colourable,True,16
True,[],True,True,9,24,0.0005345600000055128,3,65f5147366dc2e3e5830c2062095ab3777daf0a92b4cbbbe37287afac4af19c4,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed3297200805,True,,,12,colourable,True,16
True,[],True,True,9,24,0.0005395659999294367,3,f32645e7a12af56aab1e68cc4cc90ce084de4f241f664a06c9a5428aba41a426,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed1462808900,True,,,9,colourable,True,16
True,[],True,True,9,24,0.001048980000064148,3,612d9b9bf0923bd63705d00259e37d3ae9f1060eb711005f2959ff9ab14ff022,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed2232935443,True,,,16,colourable,True,16
True,[],True,True,9,24,0.0007453830000940798,3,a881f8c21f5b2397f676ebe70bc25e642da19af0bd2e348c21f41c75272ea201,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed35045570,True,,,12,colourable,True,16
True,[],True,True,9,24,0.00048663699999451637,3,0cc2023f36ffadc26755ec26e5c0b272ba28e298c95c4f8070b4530f044f7b41,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed2650767501,True,,,9,colourable,True,16
True,[],True,True,9,24,0.0004990209999959916,3,73dda6b953e004219113581f1fd58faa658a97ac42af57f552f72b5ea30971e6,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed877713120,True,,,9,colourable,True,16
True,[],True,True,9,24,0.0004989319999140207,3,a6da3fbb7a05558b349de3cd2774c879795e098767d9412dfed7cec91c8e6f74,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed1161890067,True,,,11,colourable,True,16
True,[],True,True,9,24,0.0004967790000591776,3,b052c20d43bf5aeb1f853e9f35ae94832bb161f24f104ed44a73f0a9bdcf79f2,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed3434738118,True,,,12,colourable,True,16
True,[],True,True,9,24,0.0006149650000679685,3,1bb91b110ffdb461cc1ffdae1801a6cc1158b8cf02a14916c9cbe38406962559,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed4016115806,True,,,24,colourable,True,16
True,[],True,True,9,24,0.0004407139999784704,3,a4eb3c752321aca4a089272c5498fd3e68794b74046f2f2d20e50e2c8dbda27c,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed4105598788,True,,,9,colourable,True,16
True,[],True,True,9,24,0.0005129359999500593,3,57c17711cc1bed831ea93b8fcc3c57d4996534ee6240f3cb758a126ae1038d8a,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed3636529881,True,,,9,colourable,True,16
True,[],True,True,9,24,0.0006693960000347943,3,fca95d8a7af3083ecf58301408db8ef073f98c9c1b8f1846269db33729c21717,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed1216996181,True,,,15,colourable,True,16
True,[],True,True,9,24,0.0005628730000353244,3,02111a9ca50d1992af9ee5dd633bb4d40302c23f10ea1c67f2dc5d52d74cd3cb,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed3150078571,True,,,11,colourable,True,16
True,[],True,True,9,24,0.0010396390000551037,3,40a351d42ecd37fcb5baf5499a2cad067fdbba3c991c23318ce92d38f30c2c74,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n16_seed319648377,True,,,20,colourable,True,16
True,[],True,True,10,27,0.0007248450000361117,3,1e2a6138f7fbb481edf86fe4aa37c47787df45fc5f39686edaea7dd87af1bb40,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed2100182511,True,,,13,colourable,True,18
True,[],True,True,10,27,0.0005478209999409955,3,eb1e3cc9f90d67db5db4d0fbad7e1ca63c8caff4475c8e29c75b35cda1e9b39b,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed701784378,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0007636669998873913,3,a05e6146f253480d5a86332bd6e967ad43f9642e75a225262ccda4ba34e8ed38,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed3056396000,True,,,13,colourable,True,18
True,[],True,True,10,27,0.0006793200000174693,3,610c763f75d86abddcba517459473b8c16c4017ae1588f0c3ac09682b564a7d5,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed37673429,True,,,14,colourable,True,18
True,[],True,True,10,27,0.000990239999964615,3,5889c8f99cce7097fbf1f4277ad7ddda2d3856622edea7fb299ae9d9123ca2d4,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed3621144573,True,,,13,colourable,True,18
True,[],True,True,10,27,0.0004904920000399215,3,bb50f5e168de32487d8860ea52bcc5489342828da245e1d930ed52f2089f0fe5,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed2665576880,True,,,10,colourable,True,18
True,[],True,True,10,27,0.001085195999962707,3,a81b57d679bf9565bda27c90e95837bc56dee88f84d2a4ef72ff4180463a5295,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed4242988688,True,,,34,colourable,True,18
True,[],True,True,10,27,0.0006625500000154716,3,dd2b6b729f5f02fe168cfbdc7e0a3a4a2d90ae1a8b69bf892da48356874f6477,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed3861460592,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0006386300000258416,3,ff4798bbd7268b191aa219e1f599072b0043da7ee03baf9c203f38287f61da3d,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed2630701149,True,,,17,colourable,True,18
True,[],True,True,10,27,0.0008775679999644126,3,a2eb64adc3823101d648149d8c0ba8bce6eabf14ec2949e487d48207580e7aff,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed2718476453,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0005579479999369141,3,4463b2bf1543298ad9710dd9aa1d8eba1d252690d93e93b3b09358025546503c,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed3870879869,True,,,13,colourable,True,18
True,[],True,True,10,27,0.0006647220000104426,3,4f678ceaa1d61dd368bb75efdc704836ab91692eccb96bfcdade181175544edc,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed929122807,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0007133640000347441,3,61fe03775eac3c6954b646de474fe88406d9541d71b93d44bfb46e9b6ff1b229,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed889480792,True,,,13,colourable,True,18
True,[],True,True,10,27,0.0006608969999888359,3,04e054665fb1879b02614c98fce564b85709518a734d5e3b1be3d05053f89b8c,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed2500707598,True,,,19,colourable,True,18
True,[],True,True,10,27,0.0008006519999526063,3,70d0ee1ac8ff75f152317d2f1e3b02778e9d0a1b185ea7a3a95e3e6da45c1ae4,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed2155330936,True,,,13,colourable,True,18
True,[],True,True,10,27,0.0005117729999710718,3,8c1306491b441f69c709324179870b15b14d497ed8aaef1198972a5cb2e052f4,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed2929399773,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0006042299999080569,3,c8a0dff9a1dfd5f9cbad1faa07c291e3593215d186839d0899185a880ab7512d,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed1498648773,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0006522149999454996,3,a8352d1fe912e7f0505ae91e8e28e8164c2a5beb3c0b2ce8f1c61c26d14187bd,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed63065652,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0007358999999951266,3,e918e4d5affbd9c3c37e4faa45e3836789a36e3a422c0cb6f4f59e95ed3d9cd2,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed1367000684,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0007899119999592585,3,85e57ca70e769220c7f83ce7ff9e8bca56dd0dd74da63ce1d3147405565e619f,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed1499544878,True,,,13,colourable,True,18
True,[],True,True,10,27,0.0006279849999373255,3,8074bb55578a6dc2c6d75d725e24107079f5e38f1c40c2949adc7ebb39188093,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed838120738,True,,,13,colourable,True,18
True,[],True,True,10,27,0.0005558090000477023,3,a101999c010b4adabcbecb03e457fabfaac17420c8e58e9128cc675c988cbee7,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed181756927,True,,,13,colourable,True,18
True,[],True,True,10,27,0.018551416999912362,3,80a05b3c15aafc00e8ab89803a857fcde505e5f85e6f9b0b4cfc9ac4428d8cfc,1.4432899320127035e-15,1.990590359213229e-09,cycle_space_nonlinear_least_squares,random_n18_seed2515491800,True,3.9695501652859116e-17,34,79,not_colourable,True,18
True,[],True,True,10,27,0.0005345530000795407,3,187502974fb3ea1b291aa795ba7dc7743c2488ef9cc43b0966470f869d91d5de,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed729463799,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0006389290000470282,3,4f4aa353fef497b682a862fb246ae763342dc34fddaa5639c281b15263b32dea,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed2931199525,True,,,13,colourable,True,18
True,[],True,True,10,27,0.0007863150000275709,3,bad4c062799d0696bc8235146cfe2f8609351681a0edbcd9ed5e41db55a8194f,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed2475221013,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0007460210000544976,3,6512f302fe0d290dababd2d867305253d4137e84b5c9593de4c4bc5d1cab5250,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed355247915,True,,,33,colourable,True,18
True,[],True,True,10,27,0.0006700410000348711,3,61bfcad0a211e54d008b0782e9be969cd310e2f9bdfafb3ce8cd6ff66dfdc03f,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed2275089702,True,,,17,colourable,True,18
True,[],True,True,10,27,0.000717077999979665,3,327b36036d28d4d900ff77a76454ffa1f3e5e276ae0b6b7c30ee8221c321df11,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed3346596977,True,,,10,colourable,True,18
True,[],True,True,10,27,0.0007360570000400912,3,ef08f74f1f23de9b8876a7e3a2f9d391961eba922d0036beb7636a5c4c2b75ee,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n18_seed821412426,True,,,10,colourable,True,18
True,[],True,True,11,30,0.0012938410000060685,3,f8509b9303ba5334edcc612c4913a3da9b0442d39fc2946f4953dc3cc81eb5f0,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed2787378415,True,,,55,colourable,True,20
True,[],True,True,11,30,0.0008016880000241144,3,162a09c4738e1bd4f54bfd24e8119d4b9c1e3cfa76d32f129d437877e9db141c,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed1073473834,True,,,16,colourable,True,20
True,[],True,True,11,30,0.0005856319999111292,3,056634aec7aad9c4d76d526ffd836e3e8d4455e96694c32948b5348beffd5a54,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed1272910316,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0005356210000400097,3,02af9d20f65cea1c35fb6abf8ffbce4cf3d4efa5ce1eac6d835195dfcd1d8331,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed122000874,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0005157240000244201,3,cb9288ef3ff004dfd7c81e9d3d64662aeb9371fdfe0580d5c9925abf72c136b9,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed480821531,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0008169379999571902,3,6b18500c4b255fbe49a4c97f67871b56df6d2b180d824ef1278f094cc11263ca,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed1833644282,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0005594269999846802,3,ee50cde3cec2425b2be8018a70d4afa1c83a10675c47156385cf5c9981924fff,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed2984053432,True,,,11,colourable,True,20
True,[],True,True,11,30,0.000518499999998312,3,7d9103a88a057e80bce08bdb7f045c3afd5ec8c021b31a7d162335cb5f081b9c,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed1930268203,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0008166220000020985,3,9b2fe2253d48ab0f6fab9169220c41c0e32329c87c7e95b3e90b2f4bca1af7b5,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed1937631741,True,,,18,colourable,True,20
True,[],True,True,11,30,0.0010248549999687384,3,70cf10e22ac1c8cd82c9a5b059e8e9679f5c92b26be8857fa0bf81d34acc9daf,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed2006991722,True,,,14,colourable,True,20
True,[],True,True,11,30,0.0007292239999969752,3,b484ea351062cda750bc7a07ba1330e7b7db063c881ba4f0e43916d1ada9f3aa,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed1516779538,True,,,17,colourable,True,20
True,[],True,True,11,30,0.0007059030000391431,3,1fba4583210c7ec4f039eb4c0d9b371641c69d05caa8830884b20a6bcad59359,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed482081599,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0006881140000132291,3,adcf37825a620502b3978889bbf5a59a902c37cddd9b7276e864ac2ad1deb8b6,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed2003465247,True,,,14,colourable,True,20
True,[],True,True,11,30,0.0007303849999971135,3,3a8297e7588021cce4e4224217038bd8cbeba9e3274746bc54048554911edb97,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed1331381561,True,,,16,colourable,True,20
True,[],True,True,11,30,0.0011164649999955145,3,337581772608c4100ac19e61616c97283c3a3f12d8c946dd5041156c803f4812,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed2702892207,True,,,15,colourable,True,20
True,[],True,True,11,30,0.0008120200000121258,3,7c3fdeb24338371f28077c1d52acdca2f08f77082296e3605abd5b352ebd556e,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed3681098505,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0005759399999760717,3,3f297d2ee703d2459b9bcf7b537cd36e7a5ccc1d2ca29d925353a0f8b6cf5786,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed3208315046,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0005149490000349033,3,006eaac52a29427f9f00fa481285cd81821997e2189178e4bd40bbb07c36de78,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed1150747489,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0007607610000377463,3,a237c3943bf826737f83fb80a67a7b77eb59ebad88cf46837e881dac52a4c3ea,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed2828915910,True,,,21,colourable,True,20
True,[],True,True,11,30,0.0005825050000112242,3,948c88b039e7343ae0346596f23fd1a099118167a14869a793a896574cb9dd47,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed3741552320,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0006908880000082718,3,f58954eda1316ccb2a63764cdc87b1d66f935d2872f4c9a51a4a07c09699fc8b,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed3978366507,True,,,20,colourable,True,20
True,[],True,True,11,30,0.000860740000007354,3,086330755c299e213fa36f2919adf5b272cb38c200d292912c643b01d3328dc3,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed3470705839,True,,,16,colourable,True,20
True,[],True,True,11,30,0.0007520689999864771,3,88ecdb231723ae4bc29d93a83c8ed0bd8eb9d3bfa1b0c72fcee6a82d570de0ec,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed3448826068,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0009884899999406116,3,d53923911c6aaa468f4eff0d749f592ae4e57f3e058d917f66f5371f5db7a6aa,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed1961773781,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0006276640000351108,3,b3df716ecbcf2bd91597cba662aed0ee97bda164dd1edf83e3f8a919ae621df2,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed2331968878,True,,,17,colourable,True,20
True,[],True,True,11,30,0.0008273610000060216,3,fa8b8ab9077488a345cbe3224f5203ef402c04853151b852c42e65fec2bea1d1,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed2322440739,True,,,14,colourable,True,20
True,[],True,True,11,30,0.0007036410000864635,3,aa06fe21eb2d33edc4fc2fd52ccbb305698710291acbcd88c684fca636983a2b,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed3267707614,True,,,22,colourable,True,20
True,[],True,True,11,30,0.0005423029999747087,3,8e7710d2b7f8e0814ac365e4a70a4b0af77a1ffe76480e890e61135215f88f60,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed1825506228,True,,,11,colourable,True,20
True,[],True,True,11,30,0.0006070200000749537,3,73fc2d7df2c6278dff020968d57ab93d8712d3981534317f35e4ee5fbad14843,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed58439284,True,,,17,colourable,True,20
True,[],True,True,11,30,0.0007817360000217377,3,c85f1dd7a244587ffe47792ea16296e8dc197e7c3b660da99aa8adafdd07ed80,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n20_seed3125328017,True,,,11,colourable,True,20
True,[],True,True,13,36,0.0007483250000177577,3,148e9ae10cc5be4ac34447064f7216b5591f6d7db623f1d1d6bca113416d9548,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed3492532229,True,,,18,colourable,True,24
True,[],True,True,13,36,0.002033370000049217,3,c5c5ae6257be2a9e8e64fb84dceebb335eec3db3978e054e4243239fde824912,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed4143961965,True,,,72,colourable,True,24
True,[],True,True,13,36,0.0008918989999529003,3,7b943a9eef22dc2f58ffb64b5a1dbce3c80c49030715dbc800c9d2e42d876ab8,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed2912122389,True,,,13,colourable,True,24
True,[],True,True,13,36,0.0007826909999266718,3,a3bc4304923d1387ca8549003b98b3a3fc160c3dc554c285a2c9acb33c9b34d0,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed1197657113,True,,,16,colourable,True,24
True,[],True,True,13,36,0.0009388789999320579,3,340fd7b91cc2acd98ef6ccdbc46964e9ef44b249c6ff5b0d814dd5712ad1d587,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed4259606163,True,,,16,colourable,True,24
True,[],True,True,13,36,0.0007678590000068652,3,96fee79e7627d490020da10c0ca269ba54a0e2b44acc009bcb2ebdd9bf16931b,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed3692378261,True,,,13,colourable,True,24
True,[],True,True,13,36,0.0009539370000766212,3,6d636dcd596f762a41768500f8b96c036d4613470768bd347aab867cc88c8dfb,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed2431368703,True,,,13,colourable,True,24
True,[],True,True,13,36,0.0008695020000004661,3,b501386998f29600bc2d3718fcf5a45de7d377e5e15f7719c4276a95520d1155,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed1711584125,True,,,15,colourable,True,24
True,[],True,True,13,36,0.000716654999905586,3,6f0af8ad237b77f31fd185f64f2d870c7122d705ddc1260dec8deba1cd47c447,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed2192164792,True,,,16,colourable,True,24
True,[],True,True,13,36,0.0010511609999639404,3,44cfbb98e7288f0b16b879ea68989f9ded273d772bf9c8c1cb52bdedec90f4b8,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed781578047,True,,,38,colourable,True,24
True,[],True,True,13,36,0.0009064470000339497,3,3c59cabf9aaeea701171b3a2da099f31dff09bea628b02e0c2f7d18d1ca66a5b,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed2312575460,True,,,15,colourable,True,24
True,[],True,True,13,36,0.0009144620000824943,3,f3f9db4e0439f7cea7c94db892ae4af2fe4b0089d8134783cdc4f6507e43ff78,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed1804015247,True,,,13,colourable,True,24
True,[],True,True,13,36,0.0007106180000846507,3,e62274b0bacbbb97437e9d7ffcb0dd2164a781dadb4e6a2934709923b6e7b65b,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed3422542838,True,,,13,colourable,True,24
True,[],True,True,13,36,0.0007766469999523906,3,b7ec8b8e65738b21450d5f11b4c965cecb32abaf412e33ac1788dfa8911b1c03,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed2557140682,True,,,13,colourable,True,24
True,[],True,True,13,36,0.0009860790000857378,3,2bd9d747e5cd1436336f960c1043aecbed0223a585b41393592788f0b7846060,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed2019779745,True,,,19,colourable,True,24
True,[],True,True,13,36,0.0007634739999957674,3,9a2c299683dd0f6225e2ed2c0b3e2c39b8c9b6795d74a91ab11e972c3f66fda5,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed3230485125,True,,,13,colourable,True,24
True,[],True,True,13,36,0.0006860889999416031,3,1088d77c94f41376b9844f48e6de10aa468956df45b7ff2616b6632d0d20f27e,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed682629182,True,,,13,colourable,True,24
True,[],True,True,13,36,0.0009175980000009076,3,2227073c0e03f13cc37e5e1143a290619dc658c3cc83affbd425e1b7ce1308f9,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed673015100,True,,,13,colourable,True,24
True,[],True,True,13,36,0.0012380150000126378,3,b25861b9f665a9d5084cf1fd00fab63444715be6df5f27438a5954eda92b43e2,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed4153239416,True,,,24,colourable,True,24
True,[],True,True,13,36,0.000858519999951568,3,e3ecd82146e3084c4a0fd4bb86603f14674f22a4074f6b1016960ceee1be1d7e,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed2620874791,True,,,16,colourable,True,24
True,[],True,True,13,36,0.0009557669999367135,3,b9375cc806483b36ca3aac4250fe39b490b18bf614a5bd7e2fe6b50beaf99a9f,0.0,1.1102230246251565e-16,exact_three_edge_colouring_construction,random_n24_seed2046850421,True,,,22,colourable,True,24
